GK,work_rate_att,special,overall,potential,pac,sho,pas,dri,def,phy,international_reputation,skill_moves,crossing,finishing,heading_accuracy,short_passing,volleys,dribbling,curve,free_kick_accuracy,long_passing,ball_control,acceleration,sprint_speed,agility,reactions,balance,shot_power,jumping,stamina,strength,long_shots,aggression,interceptions,positioning,vision,penalties,composure,marking,standing_tackle,sliding_tackle,gk_diving,gk_handling,gk_reflexes,Attack,Mid,Def,gk,eur_value
0,3,1705,67,70,75,61,65,68,26,59,1,3,63,59,49,67,53,68,74,70,60,64,77,73,78,67,79,56,70,69,60,75,41,23,65,66,52,48,23,25,21,10,9,12,64.75,64.5,45.4,0,9.75
0,2,1666,67,76,81,44,57,62,64,60,1,2,63,46,51,62,35,64,37,39,58,56,80,81,63,63,75,31,56,68,56,50,61,64,60,53,48,59,64,68,68,8,10,8,57.625,60.125,63.6,0,10
0,2,1359,67,67,43,22,48,39,64,80,1,2,38,21,65,63,13,30,39,30,37,49,33,52,45,67,30,23,69,70,90,21,70,62,27,45,35,47,64,65,61,7,12,6,40.375,45.5,61.1,0,5.25
0,1,1472,67,67,51,35,47,41,67,71,1,2,41,25,67,56,25,34,25,46,66,43,43,57,53,59,58,57,75,62,83,42,51,67,26,27,35,65,67,69,65,11,7,8,42.25,44.875,61,0,6.25
0,2,1338,67,67,43,32,38,32,67,76,1,2,26,35,76,42,29,26,24,35,44,38,42,44,30,52,37,38,67,52,86,21,84,57,26,41,43,39,68,69,64,7,6,8,38.375,38.875,57,0,6
0,2,1682,67,67,74,65,56,66,29,65,1,3,60,67,59,62,60,65,58,55,57,65,73,75,66,69,75,66,61,67,66,64,63,24,65,39,58,55,26,25,27,12,16,8,64.75,60.25,46.8,0,8
0,3,1526,67,70,64,67,47,55,20,69,1,2,56,68,75,53,53,54,61,45,47,50,58,68,63,67,57,72,43,65,86,62,38,22,69,26,68,57,11,13,13,12,15,13,60.75,52.25,38.9,0,9.75
0,3,1615,67,74,71,65,47,60,27,75,1,3,31,65,68,55,55,59,42,55,41,61,70,72,59,62,69,69,67,70,77,63,79,23,69,55,68,55,20,29,13,10,11,15,63.375,57.25,43.7,0,11
0,1,1699,67,67,65,34,58,60,72,72,1,3,68,28,66,60,32,59,34,42,60,60,61,69,60,61,61,45,82,70,71,30,75,70,54,51,47,56,75,72,72,14,9,15,53.75,57.125,67.8,0,5.75
0,2,1634,67,82,92,62,57,69,26,61,1,3,53,64,64,63,51,67,54,34,54,67,91,92,83,62,78,63,63,69,69,58,31,14,59,57,62,55,26,22,22,7,7,9,66.25,62.25,44.4,0,17
0,2,1427,67,67,50,37,41,45,65,79,1,2,20,35,65,53,28,43,22,28,45,50,51,50,33,56,52,51,67,69,85,33,80,70,20,47,36,45,61,67,63,11,13,6,44,46.25,60.5,0,5.75
1,2,1154,67,69,68,68,62,69,45,63,1,1,20,11,19,36,12,16,16,14,33,34,41,48,46,64,44,36,64,26,54,15,24,17,16,43,27,36,15,14,19,68,68,69,0,0,0,67,6.25
0,3,1907,67,67,80,63,64,68,60,69,1,2,70,59,57,66,51,66,71,60,59,69,84,77,82,59,72,76,76,78,64,65,70,60,64,55,58,71,64,59,58,8,15,12,65.875,64.75,63.9,0,5.5
0,2,1660,67,67,58,70,55,61,30,64,1,2,57,68,72,55,64,61,73,70,45,66,54,62,54,63,49,76,60,66,57,70,81,24,70,53,69,59,14,40,16,13,7,6,64.25,58.5,45,0,7.25
0,2,1638,67,67,51,47,60,55,65,71,1,2,58,38,66,66,25,51,35,58,61,61,56,47,56,64,55,68,57,69,72,58,73,65,28,58,43,67,65,66,65,8,14,10,52.625,56.5,64.3,0,5.25
0,1,1537,67,72,56,39,50,45,65,75,1,2,43,31,63,56,44,33,34,32,55,60,58,55,45,64,46,62,61,65,81,37,77,66,47,50,21,62,63,66,63,16,7,9,49.875,51.5,62.7,0,8.5
0,3,1818,67,67,69,66,66,68,48,64,1,4,66,61,54,69,57,69,66,64,62,65,64,73,70,70,66,75,63,67,64,73,59,58,62,66,63,63,26,58,56,13,8,9,66.25,66.375,58.9,0,7.25
0,2,1516,67,72,64,67,44,63,26,71,1,2,34,71,68,55,52,64,31,25,38,66,62,66,62,50,53,73,71,75,75,60,55,28,68,48,56,54,20,19,20,12,10,12,63.375,56.5,42.4,0,10
0,2,1580,67,76,80,67,56,64,22,52,1,3,57,69,64,58,57,62,61,52,50,66,81,79,68,60,59,71,62,55,58,64,33,24,67,58,56,57,14,17,12,8,13,8,65.75,60.375,40.7,0,12
0,2,1724,67,67,72,46,59,62,65,68,1,2,66,44,62,64,42,62,55,38,63,62,72,72,61,60,68,54,67,75,62,40,73,63,48,45,49,61,66,66,65,15,15,9,57.125,58.75,65.1,0,5.5
0,2,1544,67,67,66,32,52,52,65,70,1,2,49,36,66,64,31,48,36,34,56,55,61,70,54,60,63,21,74,66,75,29,63,66,27,39,50,58,64,65,64,10,10,12,47.5,51.25,63.2,0,6
0,2,1554,67,67,55,66,50,59,27,73,1,2,39,67,71,64,58,57,34,33,28,61,55,55,61,68,53,68,81,66,83,62,53,26,70,63,60,61,19,22,21,7,13,8,63.375,58,43.6,0,8.25
0,3,1773,67,72,74,66,63,70,33,65,1,3,67,63,52,61,68,70,75,70,54,68,76,73,73,63,76,70,72,69,66,68,58,28,60,63,63,54,29,34,35,8,9,6,65.875,63.375,49.5,0,10
0,2,1531,67,68,55,68,42,62,27,74,1,2,31,71,63,48,65,59,41,31,39,68,56,55,61,61,53,72,63,65,86,58,59,25,71,48,62,49,22,23,21,7,15,7,62.5,55.25,42.2,0,9
0,2,1775,67,67,72,66,64,68,38,69,1,3,62,65,60,66,60,71,66,63,56,65,69,75,68,57,69,68,71,68,66,68,78,43,66,68,67,60,32,36,26,7,6,12,65.875,64.5,51.6,0,7.75
0,2,1921,67,69,91,55,61,70,62,78,1,3,53,48,47,68,65,66,45,36,65,69,91,91,92,63,81,64,92,90,70,57,81,62,65,63,44,67,62,65,66,12,15,11,65.125,66.875,67.3,0,9
0,3,1669,67,67,65,66,66,68,27,46,1,4,67,63,55,66,69,68,70,69,64,66,66,65,76,66,75,70,45,33,55,66,41,38,67,67,73,74,22,18,20,11,15,6,65.5,63.5,43.9,0,2.6
0,3,1848,67,67,77,51,62,64,61,72,1,2,60,35,58,64,49,62,59,62,62,64,75,78,71,70,71,72,75,83,67,64,69,56,59,63,56,60,63,63,62,10,9,15,61.25,63.625,64.5,0,5.75
0,2,1663,67,73,73,61,63,67,40,53,1,2,66,64,45,66,47,68,58,46,61,68,74,73,68,61,61,59,71,44,55,58,55,39,71,61,53,63,40,38,41,14,10,8,65.125,64.125,51.2,0,10
0,2,1819,67,67,72,63,66,67,52,68,1,3,65,60,59,70,51,65,60,51,67,69,73,71,70,66,73,71,72,73,68,70,61,65,62,65,51,67,43,51,51,4,10,13,65.875,66.625,61,0,6.5
0,2,1597,67,68,65,67,49,64,27,67,1,2,44,70,68,58,64,64,37,49,34,62,64,66,68,61,62,68,71,60,71,63,63,25,65,53,66,64,20,23,22,13,13,13,63.625,57.125,43.1,0,9.25
0,3,1833,67,67,74,64,63,68,63,55,1,2,70,68,55,68,53,65,52,48,63,62,78,70,88,65,88,66,35,60,53,54,59,66,72,54,64,60,58,67,70,16,11,6,65.5,64.5,63.9,0,7.75
0,3,1661,67,70,76,48,64,72,35,64,1,3,69,38,55,69,50,72,63,45,63,72,75,77,75,55,77,67,57,76,65,46,46,31,55,55,56,59,35,30,35,12,5,10,61.375,62.625,50.9,0,9.5
0,3,1822,67,67,65,61,65,63,63,70,1,3,64,57,28,69,40,60,58,60,69,66,69,62,68,65,67,72,66,81,73,64,51,66,63,61,64,67,67,67,65,12,16,10,62.125,65,65.3,0,4.5
0,2,1790,67,70,69,54,65,67,60,66,1,3,68,50,41,69,48,65,55,42,67,67,68,69,72,64,74,58,58,82,59,59,63,66,60,64,57,51,58,65,57,11,14,13,61,65.25,64.2,0,9.5
0,3,1726,67,67,81,65,60,69,28,60,1,4,63,63,38,63,66,65,66,62,48,66,83,79,90,66,81,70,72,69,56,65,57,46,66,59,56,55,23,21,19,6,14,9,65.5,63,47.1,0,8.25
0,2,1754,67,72,61,52,59,63,63,80,1,2,52,51,57,66,53,62,53,63,61,65,65,57,63,55,60,58,67,82,79,50,84,69,47,53,53,66,60,64,58,16,8,7,57.25,60,64.5,0,8.5
0,2,1635,67,67,65,60,63,67,27,62,1,3,60,60,58,64,63,72,61,59,55,65,73,59,58,62,51,58,57,63,62,60,60,25,70,70,53,57,21,22,29,19,11,12,64.625,63.5,45.4,0,8.25
1,2,1056,67,67,67,67,58,66,34,64,1,1,14,11,14,23,10,15,11,12,22,19,33,35,33,68,34,24,76,42,74,9,40,24,9,17,22,57,14,14,15,67,67,66,0,0,0,67,3.75
0,2,1688,67,81,67,46,58,61,61,71,1,2,41,42,54,69,39,57,41,42,64,64,67,67,68,70,65,55,67,77,70,52,66,68,38,59,46,51,59,61,61,15,10,15,56.25,60.5,63.9,0,15
0,2,1688,67,77,71,60,62,69,57,59,1,3,52,61,50,71,31,71,38,42,62,72,69,72,63,64,57,66,60,63,59,64,52,65,57,67,48,57,46,65,53,5,12,10,64.875,66.375,61.2,0,12
0,2,1475,67,72,72,70,44,66,21,62,1,2,28,72,63,56,69,69,45,30,34,68,71,72,70,48,42,74,53,56,80,65,28,16,53,49,67,66,15,19,13,13,12,5,63.375,55.875,37.8,0,10
0,2,1789,67,67,87,51,51,62,63,75,1,2,55,44,59,60,44,61,58,40,40,61,86,88,69,63,72,63,90,69,75,52,78,59,57,39,56,63,62,66,66,8,15,8,59.625,57,64.1,0,5.25
0,3,1669,67,68,72,64,53,62,33,80,1,3,54,61,65,58,62,62,55,49,43,65,73,72,63,62,50,74,64,73,90,62,69,32,64,50,66,66,17,41,23,7,8,11,63.875,58.75,48.7,0,9
0,2,1646,67,67,63,34,62,63,66,65,1,2,62,29,55,67,38,62,69,57,60,64,62,64,62,65,68,43,41,71,64,32,65,67,42,55,37,61,68,67,66,9,6,13,53,58.625,65.1,0,5.5
0,2,1667,67,80,83,60,58,72,30,66,1,4,50,59,52,66,58,72,48,38,57,69,85,81,80,56,82,65,59,68,72,58,49,26,64,61,56,58,26,31,25,10,14,9,65.25,63.75,47.4,0,14
1,2,1021,67,69,66,67,64,70,41,62,1,1,13,13,17,36,11,12,14,17,18,27,42,40,36,64,36,21,47,24,68,12,25,26,11,10,14,32,14,11,13,66,67,70,0,0,0,67,6.25
1,2,1098,67,67,68,67,53,70,45,66,1,1,21,13,10,21,10,13,16,18,22,13,47,44,40,63,38,24,66,34,65,15,35,17,15,31,25,60,19,22,17,68,67,70,0,0,0,67,1.8
0,3,1904,67,69,66,65,67,67,56,81,1,2,67,62,59,68,59,66,72,57,69,68,65,67,60,67,80,75,63,91,76,67,86,62,65,66,51,64,53,55,55,10,8,11,66,67.25,64.7,0,7.5
0,3,1640,67,71,72,64,55,67,23,71,1,2,48,61,65,61,66,66,49,41,52,70,69,74,68,61,61,72,73,71,74,64,61,22,62,57,67,64,16,17,20,10,10,13,64.875,61.125,44,0,10
1,2,984,67,67,67,65,62,63,34,69,1,1,10,10,13,34,19,10,10,11,12,23,31,36,42,64,36,22,55,21,52,12,12,15,10,32,18,21,16,14,18,67,65,63,0,0,0,67,0.5
0,2,1786,67,70,78,55,63,64,53,68,1,3,65,52,40,67,51,66,60,44,59,54,78,78,82,67,74,62,58,89,57,53,74,57,67,60,53,54,47,58,56,13,12,15,61.375,63.75,60.5,0,9.75
1,2,1083,67,67,70,62,58,64,45,67,1,1,15,13,15,26,14,14,16,16,23,20,45,45,38,69,45,22,60,35,60,14,23,24,13,28,22,30,19,14,14,70,62,64,0,0,0,67,3.75
0,2,1742,67,67,72,62,60,74,36,64,1,4,68,61,41,56,64,77,65,66,51,71,71,73,72,71,74,63,61,66,71,62,44,43,66,61,67,67,33,33,32,15,8,7,66.125,64.375,50.7,0,4.75
0,2,1419,67,67,34,20,49,54,65,73,1,2,55,13,73,54,19,47,48,15,42,59,29,38,66,66,58,35,71,60,79,18,73,65,28,49,16,76,64,65,64,11,12,7,42.875,47.75,61.5,0,5.25
0,3,1858,67,67,74,67,64,74,41,57,1,3,64,66,52,64,64,72,52,66,56,71,75,74,85,71,92,73,74,85,31,65,85,48,68,71,67,74,44,34,29,13,15,11,68.125,67.75,54.5,0,6.75
0,2,1852,67,67,72,48,66,59,64,71,1,2,68,29,64,66,60,56,68,59,61,58,69,75,67,69,66,70,83,68,71,60,74,63,64,69,48,60,62,67,67,8,9,14,59.875,62,66,0,6
0,2,1853,67,67,74,58,65,63,50,87,1,2,54,58,63,71,43,56,57,58,61,67,72,75,71,70,79,65,76,83,92,52,83,56,63,70,64,72,28,65,48,6,15,13,64.75,65.375,62.4,0,7
0,3,1805,67,67,81,66,59,67,46,68,1,2,59,67,60,63,58,68,62,62,45,66,80,82,66,61,67,66,74,87,66,66,48,51,64,62,68,60,44,39,48,14,6,11,66.25,63.75,56.4,0,7.25
0,2,1735,67,67,78,57,59,69,68,64,1,2,63,45,54,64,32,74,55,29,70,68,81,75,51,50,72,81,59,69,61,74,67,57,42,44,32,58,72,77,67,9,10,7,60.5,61.5,65.4,0,6.25
0,2,1796,67,70,63,61,65,60,62,67,1,2,57,53,55,72,47,57,49,55,71,64,65,62,57,61,74,76,68,74,63,69,70,67,65,61,51,60,54,71,56,9,9,15,62.375,64.125,64.1,0,8
0,3,1772,67,67,73,36,60,65,63,76,1,2,64,26,60,63,44,63,58,57,56,63,74,73,73,64,86,55,84,90,72,33,66,62,33,56,48,66,63,63,64,12,13,14,54,58.125,65.3,0,5.75
0,2,1465,67,76,63,24,45,43,69,66,1,2,43,21,68,59,20,35,25,42,52,47,63,63,51,60,64,31,73,72,64,18,64,65,40,23,41,41,69,71,68,8,12,11,43,45.5,62.7,0,10
0,2,1708,67,67,67,41,60,59,63,73,1,2,46,32,52,67,48,58,46,55,66,62,70,65,63,58,51,49,63,77,72,47,75,69,60,64,48,58,57,68,64,13,5,14,55.875,61.125,64.2,0,5.75
0,2,1750,67,67,71,56,69,72,34,63,1,3,72,50,56,73,59,72,83,68,76,75,72,71,62,69,75,71,58,60,74,46,40,45,72,51,71,59,35,22,23,7,11,8,66.25,66,51.6,0,8.25
0,3,1599,67,79,90,60,57,71,26,57,1,3,60,64,35,62,53,71,56,37,53,69,92,89,80,51,80,61,43,70,55,51,49,17,63,55,55,68,21,33,32,13,7,5,64.375,62.125,44.9,0,14
0,1,1773,67,67,41,54,66,65,62,72,1,2,65,45,64,70,40,65,61,58,67,66,50,34,62,68,71,65,60,69,72,68,77,62,52,62,57,65,62,64,58,12,8,13,59.25,62.875,63.6,0,4.5
0,3,1745,67,67,64,67,63,70,30,67,1,3,61,69,50,62,61,70,60,66,58,70,62,65,74,65,75,63,67,68,69,65,63,33,71,71,73,74,20,31,28,8,13,14,66.625,65.25,48,0,6
1,2,1205,67,69,71,64,60,69,52,65,1,1,30,13,13,34,20,12,24,10,21,20,49,55,66,61,44,35,75,45,54,10,29,25,15,54,25,35,12,13,12,71,64,69,0,0,0,67,6.25
0,3,1891,67,67,85,50,67,67,57,75,1,3,72,40,53,66,38,64,70,65,58,64,82,88,81,67,81,69,79,86,72,48,66,60,64,68,60,63,55,59,57,13,13,8,63.375,65,64.1,0,6
1,2,957,67,72,72,66,58,65,36,66,1,1,19,2,5,20,8,4,20,21,19,13,34,38,37,59,32,3,55,24,65,10,36,13,13,32,24,35,9,8,7,72,66,65,0,0,0,67,7.25
0,2,1684,67,74,76,61,63,70,33,63,1,3,64,62,36,67,52,68,54,38,62,70,81,71,78,65,80,65,67,82,58,59,50,22,63,65,45,62,31,37,43,10,14,7,64.75,65.75,50.6,0,11
0,2,1606,67,71,73,34,51,61,65,66,1,2,63,33,59,56,38,61,36,35,47,62,70,75,56,62,65,29,68,69,67,31,58,68,56,39,48,58,63,65,73,12,6,15,53.75,55.375,64.2,0,8.25
0,3,1628,67,72,72,58,61,67,37,67,1,2,72,62,42,63,54,72,61,43,56,63,73,72,62,60,57,64,54,82,75,44,33,31,54,56,65,57,38,39,37,8,8,8,62.125,61.875,50.8,0,10
0,2,1784,67,67,69,50,61,61,70,67,1,2,63,46,68,65,62,57,46,43,59,65,70,68,65,66,54,58,82,45,75,46,71,66,57,61,57,55,71,72,71,14,7,8,60.25,61,67,0,4.25
0,2,1739,67,67,65,50,60,64,63,73,1,2,53,43,57,64,40,62,49,43,64,64,63,67,65,64,76,59,61,74,74,58,72,67,49,66,46,67,62,64,62,13,12,8,58.25,61.75,64.9,0,5.75
0,1,1592,67,67,35,44,63,51,69,60,1,2,48,32,70,69,44,46,53,52,65,64,33,37,36,52,52,66,63,60,61,49,58,73,27,70,64,73,66,70,62,9,10,10,49.125,55.5,63.1,0,3
0,2,1627,67,67,72,61,45,64,37,63,1,3,46,66,76,56,56,62,45,41,34,63,77,68,66,67,77,61,78,68,67,51,45,30,69,33,53,68,11,51,45,15,13,12,63.25,56,48.6,0,8.25
0,3,1633,67,67,62,66,60,68,35,53,1,3,55,71,48,53,52,75,59,66,59,65,74,52,40,71,63,61,43,55,59,65,40,33,76,75,51,71,33,34,35,13,15,12,66.375,64.875,47.2,0,4.75
0,2,1268,67,73,58,15,29,50,68,74,1,2,12,12,62,48,17,50,13,17,33,52,54,62,48,60,41,23,75,68,81,11,65,62,12,15,19,59,72,70,66,9,14,11,37.375,40,59.5,0,9
0,2,1754,67,67,78,55,58,68,55,68,1,3,42,52,69,63,54,71,55,50,64,68,76,80,58,75,45,55,69,63,75,60,58,51,73,62,41,64,55,51,60,8,16,9,66.125,65.25,60.8,0,8.25
0,2,1467,67,76,68,35,38,52,68,67,1,2,25,23,70,51,34,50,22,21,47,51,68,68,60,52,64,58,88,63,67,40,68,64,22,32,36,60,68,70,70,3,3,3,45.125,46,60.9,0,10
0,2,1434,67,75,58,32,45,44,69,60,1,2,54,22,68,49,27,36,33,33,54,53,48,66,56,58,37,49,73,43,68,37,58,68,22,29,52,59,72,68,68,7,6,6,42.625,44,61.3,0,9.75
0,3,1874,67,67,78,57,65,73,60,67,1,4,61,55,49,68,55,75,65,64,66,68,79,78,79,69,73,61,65,77,56,55,81,58,58,65,60,66,60,65,63,8,6,10,64.75,66.875,65.3,0,7.25
0,2,1633,67,70,58,47,56,56,65,75,1,2,49,41,55,68,38,53,41,39,64,61,57,58,56,60,51,77,62,72,79,32,74,69,39,42,49,61,64,68,65,7,7,15,53.5,55.375,64.8,0,8
0,2,1574,67,67,28,47,61,38,67,68,2,2,62,37,69,65,46,27,59,60,62,57,28,28,25,51,47,59,66,55,76,54,67,64,43,54,59,62,67,68,65,7,10,13,46.875,50.375,61.7,0,1
0,2,1798,67,74,64,49,67,67,57,71,1,2,63,34,50,70,55,65,60,65,65,70,70,59,70,66,69,63,71,75,72,65,64,60,53,69,58,65,55,60,57,9,8,6,59.75,64.75,63.2,0,11
0,3,1812,67,67,76,64,68,67,38,69,1,3,67,61,58,70,60,67,53,62,68,67,74,77,69,70,58,69,74,74,64,66,76,38,68,72,64,68,33,38,31,13,12,15,67.25,67.875,54,0,5.75
0,2,1767,67,79,63,62,66,70,54,59,1,2,56,60,43,78,40,63,57,39,69,77,65,61,85,52,85,73,67,60,59,67,54,54,55,62,50,61,45,63,61,11,13,15,63.125,65.875,60.2,0,13
0,2,1776,67,70,69,60,63,70,51,61,1,3,61,59,52,65,59,69,70,52,63,71,71,68,74,72,72,65,64,74,59,58,49,50,57,64,60,60,51,53,49,7,6,15,64.5,65.625,58.9,0,9.5
0,2,1708,67,72,81,57,67,68,29,60,1,4,65,49,50,67,34,67,68,69,65,68,80,82,76,61,77,69,79,56,60,67,58,48,60,68,55,55,19,23,21,10,7,7,63.75,64.5,48.4,0,10
0,2,1633,67,76,79,58,59,74,24,46,1,4,59,61,45,62,59,73,52,56,55,73,80,78,82,63,92,54,55,61,27,51,73,24,63,60,59,60,24,20,15,10,10,7,64.375,63.625,43.1,0,12
0,2,1668,67,70,75,36,56,59,64,74,1,2,61,32,54,63,37,57,54,27,58,60,70,79,66,55,67,36,55,88,64,35,87,64,50,45,62,65,65,64,66,14,6,10,53,57.125,64.8,0,7.75
0,2,1691,67,67,54,54,58,53,65,75,1,2,49,57,55,68,47,48,49,43,62,61,49,58,57,60,46,43,82,74,75,59,74,70,59,54,47,70,59,73,57,16,13,9,56.75,59.25,64.4,0,4.5
0,3,1800,67,67,79,46,65,68,61,67,1,3,70,37,56,68,32,69,62,61,63,64,81,77,79,64,72,60,77,78,67,51,51,54,57,60,52,58,60,68,64,12,7,13,60.625,63.75,64.1,0,6
0,2,1683,67,67,71,66,60,70,31,64,1,4,59,65,42,64,58,70,56,52,55,70,73,69,68,66,69,66,53,66,68,70,52,29,67,62,58,60,28,33,30,15,10,13,66.25,64.125,48.1,0,7.75
0,2,1718,67,75,58,48,56,61,65,82,1,3,41,37,66,65,33,61,37,42,61,63,57,58,52,60,71,70,61,73,87,52,84,70,49,59,54,56,64,65,60,14,14,13,56.5,58.875,64.8,0,9.75
0,3,1700,67,81,88,59,60,72,44,48,1,3,67,62,56,65,48,70,56,29,56,69,90,86,90,49,92,58,50,66,43,59,35,49,48,57,56,45,39,43,41,10,16,14,63.25,62.625,52.9,0,16
0,1,1443,67,74,68,27,48,36,70,64,1,2,30,21,68,57,26,28,27,28,59,35,66,70,52,65,58,40,66,64,72,22,43,69,32,50,36,65,72,70,67,12,7,11,42.125,46.5,62.1,0,9.25
0,2,1797,67,67,60,58,63,67,64,71,1,3,58,55,64,70,45,66,58,33,68,69,63,57,66,64,68,65,63,70,73,60,67,63,62,63,62,67,63,66,62,8,10,16,63.375,65.125,64.9,0,6
0,2,1625,67,67,75,49,65,70,32,48,1,3,70,34,49,70,60,68,53,39,52,69,75,75,81,64,79,66,63,59,43,57,41,27,67,70,56,58,29,31,36,7,11,8,62.25,64.125,47.7,0,8.25
0,3,1562,67,67,75,27,51,60,65,66,1,2,71,24,58,60,23,60,54,31,29,58,76,75,61,63,70,43,81,67,66,18,60,63,27,36,34,57,68,64,68,9,9,15,49.25,50.5,63.3,0,5.75
0,3,1692,67,67,77,61,60,71,31,62,1,4,57,60,50,68,59,74,67,58,45,66,78,76,79,65,70,67,59,71,60,60,54,26,58,61,63,63,30,31,23,13,8,8,65.125,63,47.5,0,8
0,1,1870,67,73,66,61,65,66,66,68,1,2,62,53,64,71,56,65,64,67,64,68,65,67,68,70,60,73,56,73,68,67,66,67,62,59,74,65,63,69,64,6,6,10,64.625,65.375,66.7,0,10
0,3,1886,67,67,55,61,68,65,66,68,2,2,79,53,67,67,44,63,63,65,66,69,58,53,65,64,68,76,73,66,67,67,73,64,61,64,75,70,66,68,65,15,13,7,63.25,64.625,66.6,0,1.6
0,2,1693,67,68,65,66,52,69,36,74,1,4,44,65,65,58,56,70,56,62,31,67,64,66,71,60,72,72,67,62,80,66,74,27,63,62,65,58,32,37,35,13,8,6,64.875,59.875,48.5,0,9.25
0,3,1743,67,74,79,62,60,67,56,74,1,3,49,63,52,68,29,68,33,35,65,70,82,76,60,65,60,66,60,72,79,67,65,54,64,65,57,70,53,64,48,13,9,13,66.25,66.625,61.8,0,11
0,2,1681,67,67,50,43,52,54,68,78,1,2,45,34,50,57,38,48,48,42,51,59,49,51,57,73,64,74,82,78,79,33,73,74,49,56,47,69,69,68,67,13,12,12,52.5,55.125,65.6,0,3
0,1,1479,67,69,53,32,44,47,66,76,1,2,27,29,64,54,26,41,30,27,53,56,51,54,45,58,45,42,77,74,79,27,72,68,34,43,43,58,64,67,65,13,13,11,45.125,48.5,61.6,0,7.75
0,2,1543,67,70,81,62,61,70,21,54,1,3,65,65,59,66,50,71,54,33,59,71,84,78,72,52,68,68,31,69,57,50,31,17,63,56,64,65,15,20,13,6,9,9,65.875,62.875,41.5,0,9.5
0,3,1751,67,68,84,51,61,64,59,67,1,2,63,46,46,64,41,64,60,49,61,62,86,82,71,61,64,60,55,87,62,55,57,57,50,55,52,65,59,65,62,15,16,7,59.375,61.75,63,0,7
0,3,1737,67,67,71,42,59,61,62,62,1,2,68,30,60,58,54,53,72,40,51,67,72,71,71,73,67,60,56,78,50,46,74,72,51,60,48,73,57,59,63,14,14,13,56.75,59.5,64.1,0,2.9
0,3,1818,67,73,60,52,64,67,66,72,1,2,61,53,53,68,42,65,56,62,64,67,61,60,74,68,73,56,74,84,64,49,78,70,60,64,42,57,61,71,67,9,14,9,61.125,65,67.5,0,10
0,3,1605,67,74,74,66,53,64,25,58,1,3,45,71,72,60,54,63,46,43,49,59,76,73,81,64,72,65,72,73,59,61,32,20,67,56,62,64,22,20,16,12,8,11,64.5,60.125,42,0,11
0,1,1458,67,75,73,26,46,50,65,68,1,2,27,22,61,64,28,43,31,31,54,58,71,74,56,66,52,37,71,49,79,19,62,67,27,37,34,65,67,63,61,7,10,12,46.25,49.375,61.7,0,9.75
0,3,1690,67,67,63,65,63,69,28,65,1,3,55,62,57,62,51,73,70,75,58,70,67,60,50,65,65,70,54,74,62,74,65,23,72,72,50,68,23,27,25,12,9,15,66.75,65.25,46.3,0,7.5
0,2,1432,67,68,59,31,38,48,67,72,1,2,28,27,67,53,34,43,28,29,37,57,59,59,40,58,56,48,67,65,84,21,50,69,24,29,47,49,65,69,66,7,8,14,44.125,45,61.1,0,7
0,2,1792,67,67,73,69,66,66,36,68,1,3,64,65,49,66,68,66,68,66,64,66,72,73,69,69,65,77,69,65,70,70,64,29,65,67,65,60,37,38,32,8,8,11,66.625,65.5,51.3,0,7.5
0,2,1649,67,74,76,38,58,67,63,59,1,2,70,40,45,62,30,67,48,30,53,65,75,76,73,55,72,30,62,73,50,39,62,62,57,50,42,42,64,65,70,14,13,13,56.125,60,63.5,0,9
0,2,1364,67,67,50,28,41,40,67,75,1,2,34,25,69,55,24,35,28,30,42,43,38,59,40,62,42,44,58,69,85,21,63,63,23,28,31,62,66,69,66,8,9,12,40.25,42,60.5,0,6.25
0,2,1659,67,67,75,63,59,72,30,50,1,2,57,62,38,63,61,71,57,59,58,69,77,74,84,65,82,63,70,65,45,64,38,28,70,56,55,68,27,31,28,7,10,8,65.125,63.75,45.8,0,7.5
0,2,1612,67,67,62,65,48,59,32,80,1,2,42,66,73,59,62,58,42,35,39,62,63,62,57,57,53,68,81,75,85,60,71,33,69,47,66,65,31,23,19,11,7,10,62.375,56.5,46.6,0,8.25
0,2,1853,67,67,59,61,69,68,61,63,1,2,69,54,50,69,62,66,72,72,68,68,64,55,73,68,81,72,43,66,62,69,69,62,62,66,55,70,61,62,63,10,8,13,63.5,65.75,63.6,0,7.25
0,2,1714,67,74,71,39,58,65,64,67,1,2,45,28,49,66,40,63,51,49,63,66,69,72,71,58,78,56,71,69,64,43,73,72,40,59,48,71,61,66,62,14,15,7,53.75,59.375,64.2,0,9.25
0,1,1457,67,78,62,34,41,43,68,70,1,2,38,30,62,49,28,39,47,26,45,43,64,60,52,65,40,45,63,65,73,30,69,71,32,30,40,62,67,69,65,12,8,7,44.125,44.625,61.3,0,11
0,3,1810,67,67,75,67,64,67,42,71,1,4,63,64,64,66,62,66,69,67,58,67,72,78,68,64,68,77,74,76,71,68,66,52,64,62,59,65,32,44,22,8,7,16,66.75,64.875,54.8,0,8
0,2,1804,67,72,66,57,60,61,63,79,1,2,59,51,48,65,48,58,58,49,60,64,62,70,60,68,71,68,74,84,77,63,78,56,65,57,49,50,69,67,64,8,7,9,61.375,62.625,65.6,0,8.5
0,2,1652,67,73,72,36,55,65,65,66,1,2,65,36,65,56,30,63,42,36,47,69,71,73,69,59,68,35,66,71,67,30,55,62,57,58,49,55,62,67,69,14,13,8,56.625,58.75,63.7,0,8.75
